uid,name,type,city,country,address,lat,lng,phone,website,price,hours,bio,source_url
1555445,The Jane,Restaurant,Antwerp,Belgium,"Limastraat 5, Eilandje, Antwerp, Flanders, 2000",51.20248050000001,4.423445500000001,+32 3 808 44 65,https://www.thejaneantwerp.com,Tasting menu from $332,"Lunch: Thur – Sun, Dinner: Wed – Sat",Not for nothing is it notoriously difficult to secure a table at Antwerp’s The Jane. The Nick Bril venture opened in 2014 on the ground floor of a repurposed mi,https://www.the50.com/discovery/Establishments/Belgium/Antwerp/The-Jane.html
1555449,L'Air du Temps,Restaurant,Éghezée,Belgium,"Rue de la Croix Monet 2, Liernu, Éghezée, 5310 Éghezée",50.5929666,4.8330386,+32 81 81 30 48,http://airdutemps.be,Tasting menu from $273,Lunch: Thurs – Fri Dinner: Tues – Sat,"Opened in 1997, L’Air du Temps relocated to its current Ardennes farmhouse setting in 2013, gaining five hectares of grounds in the process. It is this land, wi",https://www.the50.com/discovery/Establishments/Belgium/Éghezée/LAir-du-Temps.html
1555453,Willem Hiele,Restaurant,Oudenburg,Belgium,"Kapittelstraat 71, Oudenburg, 8460 Oudenburg",51.112441499999996,2.6634256000000005,+32 58 59 62 21,http://restaurant.willemhiele.be,Tasting menu from $272,Lunch: Sat – Sun Dinner: Thur – Sat,Willem Hiele’s eponymous Koksijde restaurant has grown organically since the passionate chef first began serving evening meals in his parents’ former fisherman’,https://www.the50.com/discovery/Establishments/Belgium/Koksijde/Willem-Hiele.html
1555461,De Jonkman,Restaurant,Bruges,Belgium,"Maalse Steenweg 438, Sint-Kruis, Bruges, 8310 Brugge",51.2076371,3.2783108,+32 50 36 07 67,http://www.dejonkman.be,Average price per person $125,Lunch and dinner: Wed – Sat,"Set within the former hunting lodge of Male Castle, De Jonkman’s verdant garden suggests a rural idyll, despite it being just a five-minute drive from central B",https://www.the50.com/discovery/Establishments/Belgium/Bruges/De-Jonkman.html
1555465,Restaurant Slagmolen,Restaurant,Opglabbeek,Belgium,"Molenweg 177, Opglabbeek, 3660 Oudsbergen",51.0431751,5.6158712,+32 89 85 48 88,http://slagmolen.be,Average price per person $65,"Lunch: Mon, Thurs, Fri, Sun Dinner: Mon, Thurs – Sat","Housed in an old watermill, with the machinery still visible inside, Slagmolen is Limburg’s fairy-tale fine-dining venue. A smart terrace offers leafy garden vi",https://www.the50.com/discovery/Establishments/Belgium/Opglabbeek/Restaurant-Slagmolen.html
1555470,Jade Dragon,Restaurant,Macau,China,"The Shops at The Boulevard, City of Dreams, Estrada do Istmo, Cotai, Macau,",22.1497574,113.5649888,+853 8868 2822,https://www.cityofdreamsmacau.com/en/dine/chinese/jade-dragon,Average price per person $100,Lunch: Mon – Sat Dinner: Mon – Sun,"Michelin three-star Jade Dragon at City of Dreams was, for years, the only Macao restaurant on the Asia’s 50 Best list. Executive chef Kelvin Au Yeung, a Hong K",https://www.the50.com/discovery/Establishments/China/Macau/Jade-Dragon.html
1555504,Agli Amici,Restaurant,Udine,Italy,"Via Liguria 252, Udine, 33100 Udine UD",46.1021721,13.2661187,+39 0432 565411,https://www.agliamici.it/en/,Average price per person $114,Lunch: Thur – Sun Dinner: Weds – Sat,"Nestling just outside Udine, in between the Alps and the Mediterranean coast, this fifth-generation family business began life in 1887 as a café-tobacconist. Ch",https://www.the50.com/discovery/Establishments/Italy/Udine/Agli-Amici.html
1555506,Quadri,Restaurant,Venice,Italy,"Piazza San Marco 121, San Marco, Venice, 30124 Venezia VE",45.4344444,12.3380556,39 041 522 2105,https://www.alajmo.it/en/sezione/ristorante-quadri/ristorante-quadri,Average price per person $206,Lunch and dinner: Mon – Sun,"A crumbling palazzo, 17th-century interiors and views over the many curves and colonnades of St. Mark’s Square, Quadri is one of Venice’s most quintessential re",https://www.the50.com/discovery/Establishments/Italy/Venice/Quadri.html
1555511,Casa Perbellini,Restaurant,Verona,Italy,"Vicolo Corticella S. Marco, 3, Verona, 37121 Verona VR",45.4423402,10.9775204,39 045 878 0860,https://www.casaperbellini.com/en/,Tasting menu from $298,Lunch: Tue – Sat Dinner Tue – Fri,Theatre and fine dining combine at this 24-cover restaurant on one of Verona’s most historic piazzas. Giancarlo Perbellini aims to create a personal relationshi,https://www.the50.com/discovery/Establishments/Italy/Verona/Casa-Perbellini.html
1555516,Enoteca Pinchiorri,Restaurant,Florence,Italy,"Via Ghibellina 87, District 1, Florence, 50122 Firenze FI",43.7699767,11.2622382,+39 055 26311,https://enotecapinchiorri.it/,Average price per person $225,Dinner: Tue – Sat Annual closing: August,"Old-school luxury is the order of the day at this distinguished restaurant, the only holder of three Michelin stars in Florence. Head chef Annie Féolde’s fusion",https://www.the50.com/discovery/Establishments/Italy/Florence/Enoteca-Pinchiorri.html
1555522,La Chassagnette,Restaurant,Arles,France,"Mas de la Chassagnette, Chemin du Sambuc, Arles, Arles 13200",43.5677974,4.6678543,+33 4 90 97 26 96,http://www.chassagnette.fr/en/,Tasting menu from $135,Lunch: Thurs – Mon Dinner: Fri – Sat,A bucolic farmhouse with a shady terrace in the heart of the picturesque Camargue region. More than 200 varieties of fruit and vegetables flourish in the organi,https://www.the50.com/discovery/Establishments/France/Arles/La-Chassagnette.html
1555524,Maison Lameloise,Restaurant,Chagny,France,"36 Place d'Armes, Chagny, 71150 Chagny",46.9048794289216,4.747357939532891,+33 3 85 876 565,https://www.lameloise.fr/en/restaurant-lameloise/,Tasting menu from $389,Lunch and dinner: Thurs – Mon,This temple of French gastronomy is housed in an old coaching inn and named after the Lameloise family who have owned it since 1921. Éric Pras – who has worked,https://www.the50.com/discovery/Establishments/France/Chagny/Maison-Lameloise.html
1555530,Les Prés d'Eugénie,Restaurant,Eugenie les Bains,France,"334 Rue René Vielle, Eugenie les Bains, 40320 Eugénie-les-Bains",43.6966903,-0.3801915,+33 5 58 05 06 07,https://lespresdeugenie.com/en/,Average price per person $180,Lunch: Sat – Sun (Wed – Sun in high season of July and August) Dinner: Wed – Sun,"Housed in a series of 18th-century buildings, this revered restaurant has held three Michelin stars for more than 40 years. Michel Guérard, one of the pioneers",https://www.the50.com/discovery/Establishments/France/Eugenie-les-Bains/Les-Prés-dEugénie.html
1555535,Restaurant 360,Restaurant,Dubrovnik,Croatia,"Ul. Svetog Dominika bb, Old Town, Dubrovnik, 20000",42.63827697087685,18.092345742124003,+385 20 322 222,https://360dubrovnik.com/,Average price per person $155,Dinner: Tue – Sun,There is no bad seat at this fine-dining restaurant that is built into the city walls and boasts views of the harbour and Dubrovnik castle. Locally born Marijo,https://www.the50.com/discovery/Establishments/Croatia/Dubrovnik/Restaurant-360.html
1555542,Pepe in Grani,Restaurant,Caiazzo,Italy,"Vicolo S. Giovanni Battista 3, Caiazzo, 81013 Caiazzo CE",41.177187616963714,14.363816514709422,39 0823 862718,https://www.pepeingrani.it/en,Average price per person $33,Dinner: Tues – Sun,"The centre of the pizza universe, Pepe in Grani is regularly named as the best place to taste one of Italy’s most famous exports. A small room with a white, gre",https://www.the50.com/discovery/Establishments/Italy/Caiazzo/Pepe-in-Grani.html
1555547,Danì Maison,Restaurant,Ischia,Italy,"Via Montetignuso 4, Ischia, 80077 Ischia NA",40.72595604469992,13.945561314692798,39 081 99319,https://www.danimaison.it,Average price per person $191,Lunch: Wed – Sun Dinner: Tues – Sun,"A rambling villa on the volcanic island of Ischia in the Gulf of Naples that used to belong to the chef’s grandparents, Danì Maison is set among fragrant Medite",https://www.the50.com/discovery/Establishments/Italy/Ischia/Danì-Maison.html
1555560,Le 1947,Restaurant,Courchevel,France,"Cheval Blanc Courchevel, Le Jardin Alpin, Courchevel, 73120 Courchevel",45.40938374512164,6.631465314873397,+33 4 79 00 50 50,https://www.chevalblanc.com/en/maison/courchevel/restaurants-and-bars/le-1947-cheval-blanc/,Average price per person $330,Dinner: Wed – Sun from December to April,Menus at Le 1947 – the only restaurant at the French Alps ski resort of Courchevel to hold three Michelin stars – offer the culinary equivalent of the 600km of,https://www.the50.com/discovery/Establishments/France/Courchevel/Le-1947.html
1555565,Äponem,Restaurant,Vailhan,France,"L'Auberge du Presbytere, 1 Rue de l'Eglise, Vailhan, 34320 Vailhan",43.55445766682934,3.29633961479976,+33 4 67 24 76 49,https://www.aponem-aubergedupresbytere.fr,Tasting menu from $174,Lunch and dinner: Thurs – Mon,"Housed in a converted 17th-century presbytery overlooking the river Peyne, Äponem (‘happiness’ in the Pataxó language) is the passion project of chef Amélie Dar",https://www.the50.com/discovery/Establishments/France/Vailhan/Äponem.html
1555570,La Côte-d'Or,Restaurant,Saulieu,France,"Le Relais Bernard Loiseau, 2 Rue d'Argentine, Saulieu, 21210 Saulieu",47.280216218461455,4.229697614950449,+33 3 80 90 53 53,https://www.bernard-loiseau.com/fr/bernardloiseau-gastronomie.html,Average price per person $238,Lunch and dinner: Thurs – Mon,"The flagship restaurant of the late, great French chef Bernard Loiseau. Formerly known as La Côte d'Or, Le Relais Bernard Loiseau is today led by the talented,",https://www.the50.com/discovery/Establishments/France/Saulieu/La-Côte-dOr.html
1555580,Flaveur,Restaurant,Nice,France,"25 Rue Gubernatis, Jean-Médecin, Nice, 06000 Nice",43.70128315733931,7.269588014805503,+33 4 93 62 53 95,https://www.restaurant-flaveur.com,Tasting menu from $273,Lunch: Tues – Fri Dinner: Tues – Sat,"Brothers Gaël and Mickaël Tourteaux are behind Flaveur, whose ambitious menus are inspired by the chefs’ childhood in Guadeloupe, and subsequent travels. The co",https://www.the50.com/discovery/Establishments/France/Nice/Flaveur.html
1555598,Paul Ainsworth at No 6,Restaurant,Padstow,UK,"6 Middle Street, Padstow, PL28 8AP",50.54150308868191,-4.942075384908973,+44 1841 532 093,https://www.paul-ainsworth.co.uk/number6/book-online/,Tasting menu from $145,Lunch and dinner: Tue – Sat,"The flagship in Paul Ainsworth’s Cornwall restaurant group, which he run with his wife Emma, No. 6 serves refined modern British food in a beautiful Georgian to",https://www.the50.com/discovery/Establishments/UK/Padstow/Paul-Ainsworth-at-No-6.html
1555601,Restaurant Sat Bains,Restaurant,Nottingham,UK,"Lenton Lane, Nottingham, NG7 2SA",52.92507821388298,-1.1696996848013763,44 115 986 6566,https://www.restaurantsatbains.com/,Tasting menu from $265,Lunch and dinner: Weds – Sat,"At Nottingham’s most famous restaurant, outspoken chef Sat Bains and his wife Amanda run a series of different fine-dining experiences. In the main restaurant,",https://www.the50.com/discovery/Establishments/UK/Nottingham/Restaurant-Sat-Bains.html
1555618,Georges Blanc,Restaurant,Vonnas,France,"Place du Marché, Vonnas, 01540 Vonnas",46.219554490745175,4.9878493149064616,+33 4 74 50 90 90,https://www.georgesblanc.com/fr/gastronomie/restaurant-gastronomique-georges-blanc.html,Average price per person $227,Lunch: Fri – Sun Dinner: Wed – Sun (summer) Thurs – Sun (winter),"Georges Blanc’s flagship restaurant nestles in bucolic countryside in the superstar chef’s hometown of Vonnas – population 2,000. Blanc follows in the footsteps",https://www.the50.com/discovery/Establishments/France/Vonnas/Georges-Blanc.html
1555627,La Bastide de Moustiers,Restaurant,Sainte-Marie,France,"La Bastide de Moustiers, Chemin de Quinson, Sainte-Marie, 04360 Moustiers-Saint-Marie",43.83842074845297,6.216105414810842,+33 4 92 70 47 47,https://www.bastide-moustiers.com/en/our-restaurant.html,Average price per person $125,"Lunch: Thurs – Mon Dinner: Wed – Mon (May – September) Lunch and dinner: Thurs – Mon (April, October)","Your patron at the 1994-opened La Bastide de Moustiers – a charming inn with the feel of a family home – is legendary chef Alain Ducasse, motivated by a desire",https://www.the50.com/discovery/Establishments/France/Sainte-Marie/La-Bastide-de-Moustiers.html
1555633,La Vague d'Or,Restaurant,Saint-Tropez,France,"Cheval Blanc St-Tropez, Plage de Bouillabaisse, Saint-Tropez, 83990 Saint-Tropez",43.26696578533892,6.6249744147885945,+33 4 94 55 91 00,https://www.chevalblanc.com/en/maison/st-tropez/restaurants-and-bars/la-vague-d-or-st-tropez/,Average price per person $559,Dinner: Thurs – Tues,"Located within the pine-scented Cheval Blanc St-Tropez, Michelin three-star La Vague d’Or offers a cuisine as dazzling as the sunshine that warms its spacious t",https://www.the50.com/discovery/Establishments/France/Saint-Tropez/La-Vague-dOr.html
1555662,Ursus,Restaurant,Tignes,France,"39, rue du Val Claret, Tignes, 73320 Tignes",45.4578463,6.9013642,+33 4 79 01 11 43,https://maison-bouvier.com/en/ursus-restaurant/,Tasting menu from $95,Dinner: Mon – Sun during the ski season (opens Oct),"Unable to transport his guests to the forest, chef Clément Bouvier has brought the forest to them with his Ursus dining room, which features 390 real fir trees,",https://www.the50.com/discovery/Establishments/France/Tignes/Ursus.html
1555672,Pakuri,Restaurant,Asuncion,Paraguay,"Eusebio Lillo 902 esq. Infante Rivarola 1849, Villa Morra, Asuncion,",-25.287072533453895,-57.5848738855918,+595 983 635727,,Average price per person $25,Lunch: Sat – Sun Dinner: Tue – Sat,A restaurant built from recycled shipping containers in hip Villa Morra is the setting for chef Sofía Pfannl’s creative New Paraguayan cuisine and her sommelier,https://www.the50.com/discovery/Establishments/Paraguay/Asuncion/Pakuri.html
1555678,Urko,Restaurant,Quito,Ecuador,"Mallorca 449 y Av. Coruña, La Floresta, Quito, 170525",-0.14406080864942675,-78.6412779287888,593 96 312 1818,https://www.urko.rest/,Tasting menu from $90,Dinner: Tue – Fri,"Centred around the concept of tributes to nature and the astral cycles, Urko changes its menu for each of the four seasons: harvest, fertility, sowing and flowe",https://www.the50.com/discovery/Establishments/Ecuador/Quito/Urko.html
1555680,Café Misterio,Restaurant,Montevideo,Uruguay,"Costa Rica 1700, Carrasco, Montevideo, 11500",-34.885729879980104,-56.0589958852722,598 2601 8765,http://www.cafemisterio.com.uy/,Average price per person $40,Lunch: Mon – Fri Dinner: Mon – Sat,"A Montevideo favourite for more than 25 years, Café Misterio serves an extensive sushi and sashimi menu (reputed to be the best in the Uruguayan capital) alongs",https://www.the50.com/discovery/Establishments/Uruguay/Montevideo/Café-Misterio.html
1555688,Aniar,Restaurant,Galway,Ireland,"53 Lower Dominick Street, Galway, H91 V4DP",53.2711131880457,-9.059294284785434,353 91 535 947,http://aniarrestaurant.ie/,Tasting menu from $203,Dinner: Tues – Sat,"The flagship restaurant of Galway’s top chef JP McMahon, Aniar focuses on terroir cuisine from the west of Ireland. Through tasting menus of six to ten courses,",https://www.the50.com/discovery/Establishments/Ireland/Galway/Aniar.html
1555690,Chapter One,Restaurant,Dublin,Ireland,"18 – 19 Parnell Square, Rotunda, Dublin, D01 T3V8",53.354335081814796,-6.266310484781594,353 1 873 2266,https://www.chapteronerestaurant.com/,Average price per person $110,Lunch: Thur – Sat Dinner: Tues – Sat,"In a quest to reflect the best of Ireland’s landscape, craftspeople and artists, chef Ross Lewis has built an award-winning fine-dining restaurant in the centre",https://www.the50.com/discovery/Establishments/Ireland/Dublin/Chapter-One.html
1555696,Il Gallo d'Oro,Restaurant,Funchal,Portugal,"The Cliff Bay, Estrada Monumental 147, Funchal, 9004-532",32.63815049836184,-16.928686685575247,+351 291 707 700,https://www.portobay.com/en/restaurants/restaurants-madeira/il-gallo-doro/,Tasting menu from $285,Dinner: Tue – Sat,"Located within the five-star The Cliff Bay hotel on Madeira Island, Il Gallo d’Oro has been run by French chef Benoît Sinthon since 2004. Guests can sit inside",https://www.the50.com/discovery/Establishments/Portugal/Funchal/Il-Gallo-dOro.html
1555704,Focus Atelier,Restaurant,Vitznau,Switzerland,"Park Hotel Vitznau, Seestrasse 18, Vitznau, 6354",47.014781036666186,8.475976914939396,+41 41 399 60 60,http://restaurant-focus.ch,Tasting menu from $265,Dinner: Tue – Sat Check website for seasonal changes and closures,"Boasting a sensational location on the shores of Lake Lucerne with mountain views, the Park Hotel Vitznau’s Restaurant Focus would deserve its two Michelin star",https://www.the50.com/discovery/Establishments/Switzerland/Vitznau/Focus-Atelier.html
1555738,Talisman,Restaurant,Nairobi,Kenya,"Ngong Road, Karen, Nairobi,",-1.3230924360387504,36.701796013995065,254 705 999 997,https://www.thetalismanrestaurant.com/,Average price per person $40,Lunch and dinner: Tues – Sun,"A historic house with a touch of colonial-style decor (oriental rugs, open fireplaces) mixed with contemporary East African design and constantly changing art.",https://www.the50.com/discovery/Establishments/Kenya/Nairobi/Talisman.html
1555745,The Stellenbosch Wine Bar and Bistro,Restaurant,Windhoek,Namibia,"Shop 25 Bougain Villas 320, Sam Nujoma Drive, Windhoek,",-22.572064031685855,17.104416314332855,+264 61 309 141,http://thestellenboschwinebar.com/,Average price per person $28,Lunch and dinner: Mon – Sat,A charming contemporary bistro with a tiled courtyard built around a central fountain and beautiful views over the African bush. Prime cuts of Namibian meat sou,https://www.the50.com/discovery/Establishments/Namibia/Windhoek/The-Stellenbosch-Wine-Bar-and-Bistro.html
1555753,Barbarestan,Restaurant,Tbilisi,Georgia,"D. Aghmashenebeli avenue 132, Tbilisi, 0112",41.71322788369593,44.79231931472939,995 551 12 11 76,https://www.instagram.com/barbarestan/?hl=en,Average price per person $45,Lunch and dinner: Mon – Sun,A traditional family restaurant with recipes based on those in legendary writer and chef Barbare Jorjadze’s original cookbook of 19th-century Georgian classics.,https://www.the50.com/discovery/Establishments/Georgia/Tbilisi/Barbarestan.html
1555759,King’s Joy,Restaurant,Beijing,China,"No.2 Wudaoying Hutong , Dongcheng District, Beijing,",39.94815509192864,116.41398131466451,+86 10 8404 9191,,Average price per person $250,Lunch and dinner: Mon – Sun,"Widely thought of as the gold standard of vegetarian dining, this spacious restaurant twists Chinese classics away from their carnivorous background. Chef Pan J",https://www.the50.com/discovery/Establishments/China/Beijing/Kings-Joy.html
1555766,Karavalli,Restaurant,Bengaluru,India,"The Gateway Hotel, 66 Residency Road, Ashok Nagar, Bengaluru, 560025",12.972325218374163,77.60643231403164,+91 80 66604519,https://www.vivantahotels.com/en-in/hotels/vivanta-bengaluru-residency-road/restaurants/karavalli-bengaluru-residency-road,Average price per person $49,Lunch and dinner: Mon – Sun,"Set up in a traditional home – complete with thatched roof, dark wooden rafters, beaten brassware and colourful tiles – Karavalli is renowned for its seafood. T",https://www.the50.com/discovery/Establishments/India/Bangalore/Karavalli.html
1555773,The Yeatman,Restaurant,Vila Nova de Gaia,Portugal,"The Yeatman Hotel, Rua do Choupelo 250, Vila Nova de Gaia, 4400-088",41.13335001966902,-8.615199685292232,+351 220 133 100,https://www.the-yeatman-hotel.com/en/food/restaurant/,Tasting menu from $180,Dinner: Tues – Sat,"A subdued and contemplative hotel overlooking the Douro river, The Yeatman focuses on traditional Portuguese flavour and is the only restaurant in the Porto are",https://www.the50.com/discovery/Establishments/Portugal/Vila-Nova-de-Gaia/The-Yeatman.html
1555777,Iloli,Restaurant,Casablanca,Morocco,"33 Rue Najib Mahfoud, Gauthier, Casablanca, 20250",33.59052344936883,-7.636655685546712,+212 608 866633,https://iloli-restaurant.com/,Average price per person $45,Lunch and dinner: Tues – Sat,"Changing up the face of Japanese dining in Casablanca, husband-and-wife team Yusuke and Noëlle Furukawa show a dedication to the craft in their open-kitchen res",https://www.the50.com/discovery/Establishments/Morocco/Casablanca/Iloli.html
1555779,Nur,Restaurant,Fez,Morocco,"7 Zkak Rouah, Fes El Bali, Fez, 30110",34.063451424588266,-4.9809106855322485,+212 6665 33563,https://www.nurfez.com,Tasting menu from $90,Dinner: Tues – Sun,"Respected Moroccan chef Najat Kaanache – who has her own TV cooking series and trained in the legendary kitchens of El Bulli, Noma and The French Laundry (all o",https://www.the50.com/discovery/Establishments/Morocco/Fez/Nur.html
1564282,Celele,Restaurant,Cartagena,Colombia,"Carrera 10c 29 200 Calle del Espiritu Santo, Getseman, Cartagena, 130001",10.422472268440142,-75.5466760494898,+57 301 7420389,https://celelerestaurante.com/,Average price per person $61,Lunch and dinner: Mon – Sat,This colourful dining room in the vibrant Getsemaní district of Cartagena was named The One to Watch at Latin America's 50 Best Restaurants 2019. A far c,https://www.the50.com/discovery/Establishments/Colombia/Cartagena/Celele.html
1581852,Siete Fuegos,Restaurant,Mendoza,Argentina,"Ruta Provincial 94, km 11, Tunuyán, Uco Valley, Mendoza,",-33.5900432,-69.2206502,54 261 461 3910,http://vinesresortandspa.com/wine-dine/siete-fuegos-restaurant/,Average price per person $15,Lunch and dinner: Mon – Sun,"From world-renowned chef Francis Mallmann, Siete Fuegos is a beef-focused restaurant set within the Vines Resort and Spa in Mendoza’s stunning Uco Valley wine c",https://www.the50.com/discovery/Establishments/Argentina/Mendoza/Siete-Fuegos.html
1581872,La Caperucita y el Lobo,Restaurant,Valparaíso,Chile,"Ferrari, 75, Cerro Florida, Valparaíso,",-33.0482569,-71.6201899,56 32 317 2798,http://www.lacaperucitayellobo.cl/,Average price per person $38,Lunch: Tues – Sun Dinner: Tues – Sat,"Translating from Spanish as ‘Little Red Riding Hood and the Wolf,’ La Caperucita’s location was once home to the grandmother of owner Carolina Gatica, who has r",https://www.the50.com/discovery/Establishments/Chile/Valparaíso/La-Caperucita-y-el-Lobo.html
1581875,Nueve,Restaurant,Bogotá,Colombia,"Calle 70a, 10a-18, Quinta Camacho, Bogotá,",4.655051394240746,-74.06200825627802,57 31 2487073,https://nueve.in/,Average price per person $36,Lunch and dinner: Mon – Sat,"Serving tapas and small plates using local Colombian ingredients, Nueve is a laidback restaurant in a traditional house in Bogotá’s Quinta Camacho district with",https://www.the50.com/discovery/Establishments/Colombia/Bogotá/Nueve.html
1581878,Sambombi Bistró Local,Restaurant,Medellín,Colombia,"Cra. 35, 7-10, La Florida, Medellín,",6.2063172,-75.5653302,57 305 4875058,https://sambombi.com/,Average price per person $45,Lunch and dinner: Mon – Sat,"With a menu that changes every week to incorporate new ingredients from small farmers, Sambombi has at its heart a commitment to support the local economy while",https://www.the50.com/discovery/Establishments/Colombia/Medellín/Sambombi-Bistró-Local.html
1581885,Casa Julián,Restaurant,Guayaquil,Ecuador,"Parque Histórico Guayaquil, Km 1½ vía a Samborondón, Av Los Arcos y, Av. Río Guayas, Samborondón, Guayaquil, 092301",-2.1441876,-79.8687557,593 4 372 5260,https://www.hoteldelparquehistorico.com/dining/,Average price per person $64,Lunch and dinner: Mon – Sun,"Housed within the historic 19th century Hotel del Parque inside the tropical Parque Histórico Guayaquil, Casa Julián is steeped in nature, surrounded by flora a",https://www.the50.com/discovery/Establishments/Ecuador/Guayaquil/Casa-Julián.html
1581901,Gēn,Restaurant,George Town,Malaysia,"The Prestige Hotel, 8 Gat Lebuh Gereja, George Town, Penang, 10300",5.416325096071688,100.3406547147653,(6012) 511 3323,https://www.genpenang.com,Tasting menu from $121,Lunch: Thur – Sun Dinner: Weds – Sun,"With its pale marble floors, tactile wooden counters and statement floor-to-ceiling windows, Gēn (meaning ‘roots’) represents a stellar reason to visit Penang’s",https://www.the50.com/discovery/Establishments/Malaysia/George-Town/Gēn.html
1581905,Aragu,Restaurant,Noonu Atoll,Maldives,"Velaa Private Island, Velaa Private Island, Noonu Atoll,",3.14881356354187,101.62780738742703,960 656 5000,https://www.velaaprivateisland.com/dining.html,Average price per person $210,Lunch and dinner: Mon – Sun,"Velaa Private Island’s fine-diner, the overwater Aragu, boasts a spectacular marine-themed 36-cover dining room in dazzling shades of blue and gold. Serving up",https://www.the50.com/discovery/Establishments/Republic-of-Maldives/Noonu-Atoll/Aragu.html
1581913,Anăn Saigon,Restaurant,Ho Chi Minh City,Vietnam,"89 Ton That Dam, District 1, Ho Chi Minh City, D1",10.473861566020428,-66.85493967341523,84 904 792920,https://anansaigon.com,Average price per person $90,Dinner: Tues – Sun,"Its name translating as ‘eat, eat’, the Asia’s 50 Best-listed Anăn is located in Chợ Cũ, Ho Chi Minh’s oldest wet market. Dynamic, street food-inspired dishes c",https://www.the50.com/discovery/Establishments/Vietnam/HCMC/Anăn-Saigon.html
1581916,La Maison 1888,Restaurant,Da Nang,Vietnam,"InterContinental Danang Sun Peninsula Resort, Bai Bac, Son Tra Peninsula, Da Nang, Son Tra Peninsula, 550000",16.123193942271065,108.30461331528917,61 2 9935 8371,https://www.danang.intercontinental.com,Average price per person $185,Dinner: Weds – Sun,"Housed in the opulent InterContinental Danang Sun Peninsula Resort, La Maison 1888 is the first restaurant in Vietnam to boast a three-Michelin-starred French c",https://www.the50.com/discovery/Establishments/Vietnam/Da-Nang/La-Maison-1888.html
1581918,Sol Kitchen & Bar,Restaurant,Ho Chi Minh City,Vietnam,"115 Ly Tu Trong, Ben Thanh ward, District 1, Ho Chi Minh City, 700000",10.774117662181363,106.69526991526043,84 799991811,https://www.facebook.com/solkitchenandbar/,Tasting menu from $50,Dinner: Sun – Mon,"Find all the fiery flavours of Mexico and Argentina right in the heart of District 1 at Sol Kitchen & Bar, whose creative tacos and chewy-crunchy empanadas have",https://www.the50.com/discovery/Establishments/Vietnam/Ho-Chi-Minh-City/Sol-Kitchen-and-Bar.html
1581919,Tung Dining,Restaurant,Hanoi,Vietnam,"2C Phố Quang Trung, Hàng Trống, Hoàn Kiếm, Hanoi, 100000",21.02690539321657,105.84782661533212,84 859 933 970,https://www.tungdining.com/home,Average price per person $90,Dinner: Tues – Sun,"Tung Dining (named after the chef. but also doubling for ‘Twisted, unique, natural and gastronomique’) has caused a furore in Hanoi, with its seasonal 18-course",https://www.the50.com/discovery/Establishments/Vietnam/Hanoi/Tung-Dining.html
1581923,Ensue,Restaurant,Shenzhen,China,"Futian Shangri-La Hotel, 4088 Yitian Rd, Futian District, Shenzhen, Guangdong Province, 518048",22.536120539987284,114.05523401534843,86 188 2343 7333,https://www.ensue-sz.com,Average price per person $295,Dinner: Tues – Sun,"Glamorous, progressive and a hub of culinary innovation, Ensue was named to reflect the restaurant’s philosophy of constant motion and striving for excellence,",https://www.the50.com/discovery/Establishments/China/Shenzhen/Ensue.html
1581938,Ca Sento,Restaurant,Kobe,Japan,"4-16-14 Nakayamatedori, Chuo-ku, Kobe, 650-0004",34.69384454336623,135.1844439904175,81 78 272 6882,http://casento.jp,Tasting menu from $100,Lunch and dinner: Weds - Sun,"Ca Sento takes its name from the eponymous restaurant in Valencia, Spain where Chef Fukumoto did a stint in his twenties. Now an energetic fortysomething, Fukum",https://www.the50.com/discovery/Establishments/Japan/Kobe/Ca-Sento.html
1581969,6 Ballygunge Place,Restaurant,Kolkata,India,"6, Dr Amiya Bose Sarani Road, Ballygunge Place, Ballygunge, Kolkata, West Bengal, 700019",22.5276972,88.3687414,91 33 2460 3922,https://6ballygungeplace.in/,Average price per person $17,Lunch and dinner: Mon – Sun,A 20th-century mansion from the end of the British Raj is the setting for a culinary experience that is widely believed to offer some of the best Bengali cookin,https://www.the50.com/discovery/Establishments/India/Kolkata/6-Ballygunge-Place.html
1581983,Molière,Restaurant,Sapporo,Japan,"Lafayette Miyanomori 1F, 2-1-1 Miyagaoka, Chuo-ku, Sapporo, Hokkaido , 064-0959",43.057381,141.3115943,81 0 11 631 3155,https://sapporo-moliere.com/,Tasting menu from $100,Lunch and dinner: Thurs – Tues,Molière’s chef-owner Hiroshi Nakamichi spent time honing his skills in the French culinary capital of Lyon and the love of Gallic gastronomy has never left him.,https://www.the50.com/discovery/Establishments/Japan/Sapporo/Molière.html
1582017,Helm,Restaurant,Makati,Philippines,"Arya Residences Tower 2, G/F, McKinley Pkwy, 3rd floor, Ayala triangle gardens, Makati Avenue, Makati, Manila,",14.542391575462123,121.04469204148958,63 9159 098 647,https://www.joshboutwood.net/restaurants/helm,Tasting menu from $100,Lunch and dinner: Tue – Sun,"With an English mother, Filipino father and childhood spent mostly in Spain, one would expect Josh Boutwood’s food to be something of a fusion of Europe and the",https://www.the50.com/discovery/Establishments/Philippines/Manila/Helm.html
